Year,Date_Temp,Date,State,Region,Place,Name,Line Check,Latitude,Longitude,geometry,Location Returned,Location Returned Split,Postal Code
2020,9-Oct,10/9/2020,Penang,SEBERANG PERAI SELATAN,Kampung Sungai Buaya,"Kampung Sungai Buaya, SEBERANG PERAI SELATAN, Penang",1,5.1696934,100.5432404,POINT (100.5432404 5.1696934),"Jalan Kampung Besar, Kampung Sungai Buaya, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14300, Malaysia","['Jalan Kampung Besar', 'Kampung Sungai Buaya', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14300', 'Malaysia']",14300
2020,9-Oct,10/9/2020,Penang,SEBERANG PERAI SELATAN,Kampung Besar,"Kampung Besar, SEBERANG PERAI SELATAN, Penang",1,5.1740583,100.5444477,POINT (100.5444477 5.1740583),"Jalan Kampung Nenas Kampung Besar, Kampung Besar, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14300, Malaysia","['Jalan Kampung Nenas Kampung Besar', 'Kampung Besar', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14300', 'Malaysia']",14300
2020,9-Oct,10/9/2020,Penang,SEBERANG PERAI SELATAN,Halaman Indah,"Halaman Indah, SEBERANG PERAI SELATAN, Penang",1,5.1920884,100.5093162,POINT (100.5093162 5.1920884),"99 Speedmart, Jalan Paya Kemian, Taman Halaman Indah, Kampung Ladang Sempah, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14200, Malaysia","['99 Speedmart', 'Jalan Paya Kemian', 'Taman Halaman Indah', 'Kampung Ladang Sempah', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14200', 'Malaysia']",14200
2020,9-Oct,10/9/2020,Penang,SEBERANG PERAI SELATAN,Taman Duri,"Taman Duri, SEBERANG PERAI SELATAN, Penang",1,5.21058145,100.534218,POINT (100.53421803789561 5.21058145),"Taman Sungai Duri Indah, Sungai Duri, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14200, Malaysia","['Taman Sungai Duri Indah', 'Sungai Duri', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14200', 'Malaysia']",14200
2020,9-Oct,10/9/2020,Penang,SEBERANG PERAI SELATAN,Taman Sg. Duri Permai,"Taman Sg. Duri Permai, SEBERANG PERAI SELATAN, Penang",1,5.20668625,100.5393096,POINT (100.53930961530207 5.206686250000001),"Taman Sungai Duri Permai, Sungai Duri, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14200, Malaysia","['Taman Sungai Duri Permai', 'Sungai Duri', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14200', 'Malaysia']",14200
2020,9-Oct,10/9/2020,Penang,SEBERANG PERAI SELATAN,Kampung Sg Kechil,"Kampung Sg Kechil, SEBERANG PERAI SELATAN, Penang",1,5.1629769,100.5119395,POINT (100.5119395 5.1629769),"Jalan Kampung Nenas Kampung Besar, Kampung Besar, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14300, Malaysia","['Jalan Kampung Nenas Kampung Besar', 'Kampung Besar', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14300', 'Malaysia']",14300
2020,9-Oct,10/9/2020,Penang,SEBERANG PERAI SELATAN,Taman Jawi Jaya,"Taman Jawi Jaya, SEBERANG PERAI SELATAN, Penang",1,5.1962556,100.4962985,POINT (100.49629846480346 5.1962556),"Jalan Jawi Jaya, Taman Jawi Jaya, Sungai Jawi, Nibong Tebal, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14200, Malaysia","['Jalan Jawi Jaya', 'Taman Jawi Jaya', 'Sungai Jawi', 'Nibong Tebal', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14200', 'Malaysia']",14200
2020,9-Dec,12/9/2020,Penang,SEBERANG PERAI SELATAN,Kampung Sg Buaya,"Kampung Sg Buaya, SEBERANG PERAI SELATAN, Penang",1,5.1696934,100.5432404,POINT (100.5432404 5.1696934),"Jalan Kampung Besar, Kampung Sungai Buaya, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14300, Malaysia","['Jalan Kampung Besar', 'Kampung Sungai Buaya', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14300', 'Malaysia']",14300
2020,11-Jan,1/11/2020,Penang,SEBERANG PERAI UTARA,Kampung Malaysia,"Kampung Malaysia, SEBERANG PERAI UTARA, Penang",1,5.5057807,100.5141848,POINT (100.5141848 5.5057807),"Kampung Selamat, Seberang Perai Utara, Seberang Perai, Pulau Pinang, 13300, Malaysia","['Kampung Selamat', 'Seberang Perai Utara', 'Seberang Perai', 'Pulau Pinang', '13300', 'Malaysia']",13300
2020,19/11,19/11/2020,Penang,SEBERANG PERAI SELATAN,Taman Jawi Jaya,"Taman Jawi Jaya, SEBERANG PERAI SELATAN, Penang",1,5.1962556,100.4962985,POINT (100.49629846480346 5.1962556),"Jalan Jawi Jaya, Taman Jawi Jaya, Sungai Jawi, Nibong Tebal, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14200, Malaysia","['Jalan Jawi Jaya', 'Taman Jawi Jaya', 'Sungai Jawi', 'Nibong Tebal', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14200', 'Malaysia']",14200
2020,21/11,21/11/2020,Penang,SEBERANG PERAI SELATAN,Kampung Sethu,"Kampung Sethu, SEBERANG PERAI SELATAN, Penang",1,5.2065586,100.5001601,POINT (100.5001601 5.2065586),"Kampung Sethu, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14200, Malaysia","['Kampung Sethu', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14200', 'Malaysia']",14200
2020,21/11,21/11/2020,Penang,SEBERANG PERAI SELATAN,Taman Jawi Jaya,"Taman Jawi Jaya, SEBERANG PERAI SELATAN, Penang",1,5.1962556,100.4962985,POINT (100.49629846480346 5.1962556),"Jalan Jawi Jaya, Taman Jawi Jaya, Sungai Jawi, Nibong Tebal, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14200, Malaysia","['Jalan Jawi Jaya', 'Taman Jawi Jaya', 'Sungai Jawi', 'Nibong Tebal', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14200', 'Malaysia']",14200
2020,21/11,21/11/2020,Penang,SEBERANG PERAI SELATAN,Taman Desa Jawi,"Taman Desa Jawi, SEBERANG PERAI SELATAN, Penang",1,5.1986618,100.4870661,POINT (100.48706611432601 5.1986618),"Tingkat Serindit 4, Taman Desa Jawi, Sungai Jawi, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14200, Malaysia","['Tingkat Serindit 4', 'Taman Desa Jawi', 'Sungai Jawi', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14200', 'Malaysia']",14200
2020,21/11,21/11/2020,Penang,SEBERANG PERAI SELATAN,Taman Penting,"Taman Penting, SEBERANG PERAI SELATAN, Penang",1,5.1714789,100.4828683,POINT (100.48286829882255 5.1714789),"Taman Penting, Kampung Sanglang, Nibong Tebal, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14300, Malaysia","['Taman Penting', 'Kampung Sanglang', 'Nibong Tebal', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14300', 'Malaysia']",14300
2020,21/11,21/11/2020,Penang,SEBERANG PERAI SELATAN,Taman Duri Permai,"Taman Duri Permai, SEBERANG PERAI SELATAN, Penang",1,5.20668625,100.5393096,POINT (100.53930961530207 5.206686250000001),"Taman Sungai Duri Permai, Sungai Duri, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14200, Malaysia","['Taman Sungai Duri Permai', 'Sungai Duri', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14200', 'Malaysia']",14200
2020,21/11,21/11/2020,Penang,SEBERANG PERAI SELATAN,Econsave Jawi,"Econsave Jawi, SEBERANG PERAI SELATAN, Penang",1,5.20180655,100.4973788,POINT (100.49737884697205 5.201806550000001),"Econsave, Jalan Kerian Kedah, Sungai Jawi, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14200, Malaysia","['Econsave', 'Jalan Kerian Kedah', 'Sungai Jawi', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14200', 'Malaysia']",14200
2020,21/11,21/11/2020,Penang,SEBERANG PERAI SELATAN,Kampung Sepulau,"Kampung Sepulau, SEBERANG PERAI SELATAN, Penang",1,5.2924358,100.525674,POINT (100.52567399738119 5.2924358),"Kampung Sepulau, Tasek, Seberang Perai Selatan, Seberang Perai, Pulau Pinang, 14200, Malaysia","['Kampung Sepulau', 'Tasek', 'Seberang Perai Selatan', 'Seberang Perai', 'Pulau Pinang', '14200', 'Malaysia']",14200
2020,28/11,28/11/2020,Penang,SEBERANG PERAI TENGAH,Kg Tanah Liat,"Kg Tanah Liat, SEBERANG PERAI TENGAH, Penang",1,5.3840463,100.4634333,POINT (100.4634333 5.3840463),"SK Tanah Liat, Jalan Abdul Kadir, Taman Serumpun, Kampung Tok Elong, Kubang Semang, Seberang Perai Tengah, Seberang Perai, Pulau Pinang, 14400, Malaysia","['SK Tanah Liat', 'Jalan Abdul Kadir', 'Taman Serumpun', 'Kampung Tok Elong', 'Kubang Semang', 'Seberang Perai Tengah', 'Seberang Perai', 'Pulau Pinang', '14400', 'Malaysia']",14400
2020,28/11,28/11/2020,Penang,SEBERANG PERAI TENGAH,Taman Guru,"Taman Guru, SEBERANG PERAI TENGAH, Penang",1,5.3822005,100.4632779,POINT (100.46327794066926 5.3822005),"Jalan Pendita, Taman Guru, Kampung Tok Elong, Tanah Liat, Seberang Perai Tengah, Seberang Perai, Pulau Pinang, 14400, Malaysia","['Jalan Pendita', 'Taman Guru', 'Kampung Tok Elong', 'Tanah Liat', 'Seberang Perai Tengah', 'Seberang Perai', 'Pulau Pinang', '14400', 'Malaysia']",14400
2020,28/11,28/11/2020,Penang,SEBERANG PERAI TENGAH,Kg Permatang Rawa,"Kg Permatang Rawa, SEBERANG PERAI TENGAH, Penang",1,5.36764785,100.4453848,POINT (100.44538477686544 5.36764785),"Permatang Rawa, Bukit Mertajam, Seberang Perai Tengah, Seberang Perai, Pulau Pinang, 14000, Malaysia","['Permatang Rawa', 'Bukit Mertajam', 'Seberang Perai Tengah', 'Seberang Perai', 'Pulau Pinang', '14000', 'Malaysia']",14000
2020,28/11,28/11/2020,Penang,SEBERANG PERAI TENGAH,Kg Padang Ibu,"Kg Padang Ibu, SEBERANG PERAI TENGAH, Penang",1,5.4134038,100.4614661,POINT (100.4614661 5.4134038),"Pertubuhan Peladang Kawasan Kampong Pelet, Jalan Kubang Semang, Padang Ibu, Penanti, Seberang Perai Tengah, Seberang Perai, Pulau Pinang, 14400, Malaysia","['Pertubuhan Peladang Kawasan Kampong Pelet', 'Jalan Kubang Semang', 'Padang Ibu', 'Penanti', 'Seberang Perai Tengah', 'Seberang Perai', 'Pulau Pinang', '14400', 'Malaysia']",14400
2020,28/11,28/11/2020,Penang,SEBERANG PERAI TENGAH,Kubang Semang,"Kubang Semang, SEBERANG PERAI TENGAH, Penang",1,5.3995634,100.4647459,POINT (100.4647459 5.3995634),"Jalan Abdul Kadir, Kampung Petani, Kubang Semang, Seberang Perai Tengah, Seberang Perai, Pulau Pinang, 14400, Malaysia","['Jalan Abdul Kadir', 'Kampung Petani', 'Kubang Semang', 'Seberang Perai Tengah', 'Seberang Perai', 'Pulau Pinang', '14400', 'Malaysia']",14400
2020,28/11,28/11/2020,Penang,SEBERANG PERAI TENGAH,Mengkuang Titi,"Mengkuang Titi, SEBERANG PERAI TENGAH, Penang",1,5.411597,100.4921362,POINT (100.4921362 5.411597),"Kampung Mengkuang Titi, Mengkuang, Seberang Perai Tengah, Seberang Perai, Pulau Pinang, 14400, Malaysia","['Kampung Mengkuang Titi', 'Mengkuang', 'Seberang Perai Tengah', 'Seberang Perai', 'Pulau Pinang', '14400', 'Malaysia']",14400
2020,28/11,28/11/2020,Penang,SEBERANG PERAI TENGAH,Taman Jambu,"Taman Jambu, SEBERANG PERAI TENGAH, Penang",1,5.3334461,100.510999,POINT (100.51099904811423 5.3334461),"6, Lorong Jambu 2, Taman Jambu, Kampung To' Konan, Bukit Mertajam, Seberang Perai Tengah, Seberang Perai, Pulau Pinang, 14020, Malaysia","['6', 'Lorong Jambu 2', 'Taman Jambu', ""Kampung To' Konan"", 'Bukit Mertajam', 'Seberang Perai Tengah', 'Seberang Perai', 'Pulau Pinang', '14020', 'Malaysia']",14020
2020,28/11,28/11/2020,Penang,SEBERANG PERAI TENGAH,Kg. Tun Sardon,"Kg. Tun Sardon, SEBERANG PERAI TENGAH, Penang",1,5.4334938,100.5113452,POINT (100.5113452 5.4334938),"Kampung Tun Sardon, Bukit Mertajam, Seberang Perai Tengah, Seberang Perai, Pulau Pinang, 14000, Malaysia","['Kampung Tun Sardon', 'Bukit Mertajam', 'Seberang Perai Tengah', 'Seberang Perai', 'Pulau Pinang', '14000', 'Malaysia']",14000
2020,28/11,28/11/2020,Penang,SEBERANG PERAI UTARA,Kampung Malaysia,"Kampung Malaysia, SEBERANG PERAI UTARA, Penang",1,5.5057807,100.5141848,POINT (100.5141848 5.5057807),"Kampung Selamat, Seberang Perai Utara, Seberang Perai, Pulau Pinang, 13300, Malaysia","['Kampung Selamat', 'Seberang Perai Utara', 'Seberang Perai', 'Pulau Pinang', '13300', 'Malaysia']",13300
2020,4-Mar,3/4/2020,Perak,KINTA,Balai Polis Sg. Senam,"Balai Polis Sg. Senam, KINTA, Perak",1,4.6050362,101.1012978,POINT (101.10129780008441 4.605036200000001),"Balai Polis Sungai Senam, Persiaran Bulan, Taman Ipoh, Ipoh, Kinta, Perak, 30450, Malaysia","['Balai Polis Sungai Senam', 'Persiaran Bulan', 'Taman Ipoh', 'Ipoh', 'Kinta', 'Perak', '30450', 'Malaysia']",30450
2020,23/4,23/4/2020,Perak,KERIAN,Pekan Parit Buntar,"Pekan Parit Buntar, KERIAN, Perak",1,5.1237075,100.4884536,POINT (100.4884536 5.1237075),"CIMB Bank, Jalan Kelicap, Taman Seri Wangsa, Pekan Baru, Parit Buntar, Kerian, Perak, 34200, Malaysia","['CIMB Bank', 'Jalan Kelicap', 'Taman Seri Wangsa', 'Pekan Baru', 'Parit Buntar', 'Kerian', 'Perak', '34200', 'Malaysia']",34200
2020,23/4,23/4/2020,Perak,KERIAN,Taman Seri Wangsa,"Taman Seri Wangsa, KERIAN, Perak",1,5.123315,100.4867741,POINT (100.4867741 5.123315),"Taman Seri Wangsa, Pekan Baru, Parit Buntar, Kerian, Perak, 34200, Malaysia","['Taman Seri Wangsa', 'Pekan Baru', 'Parit Buntar', 'Kerian', 'Perak', '34200', 'Malaysia']",34200
2020,23/4,23/4/2020,Perak,KERIAN,Taman Damai,"Taman Damai, KERIAN, Perak",1,5.125366,100.4857181,POINT (100.4857181 5.125366),"Jalan Damai 6, Taman Damai 3, Pekan Baru, Parit Buntar, Kerian, Perak, 34200, Malaysia","['Jalan Damai 6', 'Taman Damai 3', 'Pekan Baru', 'Parit Buntar', 'Kerian', 'Perak', '34200', 'Malaysia']",34200
2020,23/4,23/4/2020,Perak,KERIAN,Simpang 3,"Simpang 3, KERIAN, Perak",1,4.9507014,100.6294802,POINT (100.6294802 4.9507014),"Jalan Kerian, Simpang Empat (Semanggol), Kerian, Perak, 34400, Malaysia","['Jalan Kerian', 'Simpang Empat (Semanggol)', 'Kerian', 'Perak', '34400', 'Malaysia']",34400
2020,23/4,23/4/2020,Perak,KERIAN,"Jalan Sekolah, Parit Buntar","Jalan Sekolah, Parit Buntar, KERIAN, Perak",1,5.1253458,100.4829584,POINT (100.4829584 5.1253458),"Jalan Sekolah, Taman Damai 3, Pekan Baru, Parit Buntar, Kerian, Perak, 34200, Malaysia","['Jalan Sekolah', 'Taman Damai 3', 'Pekan Baru', 'Parit Buntar', 'Kerian', 'Perak', '34200', 'Malaysia']",34200
2020,25/4,25/4/2020,Perak,BATANG PADANG,Kg Klah Baru,"Kg Klah Baru, BATANG PADANG, Perak",1,3.9485994,101.3316669,POINT (101.3316669 3.9485994),"Kampung Klah Baru, Batang Padang, Perak, 35600, Malaysia","['Kampung Klah Baru', 'Batang Padang', 'Perak', '35600', 'Malaysia']",35600
2020,26/4,26/4/2020,Perak,"LARUT, MATANG DAN SELAMA",Kg Sg Kuning,"Kg Sg Kuning, LARUT, MATANG DAN SELAMA, Perak",1,4.8179004,100.7363751,POINT (100.7363751 4.8179004),"Taman Aor Utama, Pokok Assam, Taiping, Larut, Matang dan Selama, Perak, 34000, Malaysia","['Taman Aor Utama', 'Pokok Assam', 'Taiping', 'Larut', 'Matang dan Selama', 'Perak', '34000', 'Malaysia']",34000
2020,5-Feb,2/5/2020,Perak,KINTA,Manjoi,"Manjoi, KINTA, Perak",1,4.6186291,101.0682203,POINT (101.0682203 4.6186291),"Jalan Pemimpin, Kampung Sungai Tapah, Manjoi, Ipoh, Kinta, Perak, 30100, Malaysia","['Jalan Pemimpin', 'Kampung Sungai Tapah', 'Manjoi', 'Ipoh', 'Kinta', 'Perak', '30100', 'Malaysia']",30100
2020,5-Sep,9/5/2020,Perak,MANJUNG,Kg Tersusun Beruas,"Kg Tersusun Beruas, MANJUNG, Perak",1,4.5016509,100.7844436,POINT (100.7844436 4.5016509),"Taman Anggerik, Kampung Tersusun Beruas, Beruas, Manjung, Perak, 32700, Malaysia","['Taman Anggerik', 'Kampung Tersusun Beruas', 'Beruas', 'Manjung', 'Perak', '32700', 'Malaysia']",32700
2020,5-Sep,9/5/2020,Perak,MANJUNG,Taman Anggerik,"Taman Anggerik, MANJUNG, Perak",1,4.5030525,100.7815855,POINT (100.7815855 4.5030525),"Taman Anggerik, Kampung Tersusun Beruas, Beruas, Manjung, Perak, 32700, Malaysia","['Taman Anggerik', 'Kampung Tersusun Beruas', 'Beruas', 'Manjung', 'Perak', '32700', 'Malaysia']",32700
2020,5-Oct,10/5/2020,Perak,BATANG PADANG,Kg Poh Bidor,"Kg Poh Bidor, BATANG PADANG, Perak",1,4.08792915,101.3338319,POINT (101.33383187726429 4.087929150000001),"SK Kampong Poh, Kampung Poh, Bidor, Batang Padang, Perak, 35500, Malaysia","['SK Kampong Poh', 'Kampung Poh', 'Bidor', 'Batang Padang', 'Perak', '35500', 'Malaysia']",35500
2020,16/5,16/5/2020,Perak,KINTA,"Taman Putra Indah, Bercham","Taman Putra Indah, Bercham, KINTA, Perak",1,4.6568415,101.1377509,POINT (101.1377509 4.6568415),"Taman Putra Indah, Jalan Bercham, Desa Putra Indah, Ipoh, Kinta, Perak, 31150, Malaysia","['Taman Putra Indah', 'Jalan Bercham', 'Desa Putra Indah', 'Ipoh', 'Kinta', 'Perak', '31150', 'Malaysia']",31150
2020,21/5,21/5/2020,Perak,BATANG PADANG,Kg. Lubuk Mas,"Kg. Lubuk Mas, BATANG PADANG, Perak",1,4.2571124,101.2415865,POINT (101.2415865 4.2571124),"Jalan Lubuk Mas, Kampung Lubuk Mas, Chenderiang, Batang Padang, Perak, 35300, Malaysia","['Jalan Lubuk Mas', 'Kampung Lubuk Mas', 'Chenderiang', 'Batang Padang', 'Perak', '35300', 'Malaysia']",35300
2020,30/4,30/4/2020,Perak,KERIAN,"Taman Bagan Serai, Bagan Serai","Taman Bagan Serai, Bagan Serai, KERIAN, Perak",1,5.0183365,100.5272054,POINT (100.5272054 5.0183365),"Jalan Serai Muda 7, Taman Serai Muda, Bagan Serai, Kerian, Perak, 34300, Malaysia","['Jalan Serai Muda 7', 'Taman Serai Muda', 'Bagan Serai', 'Kerian', 'Perak', '34300', 'Malaysia']",34300
2020,30/4,30/4/2020,Perak,KERIAN,"Taman Seri Kerian, Bagan Serai","Taman Seri Kerian, Bagan Serai, KERIAN, Perak",1,5.0053714,100.5408036,POINT (100.54080363750485 5.0053714),"Jalan Murni, Taman Seri Serai, Bagan Serai, Kerian, Perak, 34300, Malaysia","['Jalan Murni', 'Taman Seri Serai', 'Bagan Serai', 'Kerian', 'Perak', '34300', 'Malaysia']",34300
2020,26/5,26/5/2020,Perak,BATANG PADANG,"Kg Poh, Bidor","Kg Poh, Bidor, BATANG PADANG, Perak",1,4.08792915,101.3338319,POINT (101.33383187726429 4.087929150000001),"SK Kampong Poh, Kampung Poh, Bidor, Batang Padang, Perak, 35500, Malaysia","['SK Kampong Poh', 'Kampung Poh', 'Bidor', 'Batang Padang', 'Perak', '35500', 'Malaysia']",35500
2020,29/5,29/5/2020,Perak,MANJUNG,Kg. Tersusun Beruas,"Kg. Tersusun Beruas, MANJUNG, Perak",1,4.5016509,100.7844436,POINT (100.7844436 4.5016509),"Taman Anggerik, Kampung Tersusun Beruas, Beruas, Manjung, Perak, 32700, Malaysia","['Taman Anggerik', 'Kampung Tersusun Beruas', 'Beruas', 'Manjung', 'Perak', '32700', 'Malaysia']",32700
2020,29/5,29/5/2020,Perak,MANJUNG,Taman Anggerik,"Taman Anggerik, MANJUNG, Perak",1,4.5030525,100.7815855,POINT (100.7815855 4.5030525),"Taman Anggerik, Kampung Tersusun Beruas, Beruas, Manjung, Perak, 32700, Malaysia","['Taman Anggerik', 'Kampung Tersusun Beruas', 'Beruas', 'Manjung', 'Perak', '32700', 'Malaysia']",32700
2020,29/5,29/5/2020,Perak,MANJUNG,Kg. Changkat,"Kg. Changkat, MANJUNG, Perak",1,4.2015491,100.6780002,POINT (100.6780002 4.2015491),"Kdai ipoh coklate, Jalan Changkat Jering - Sri Manjung - Kampung Koh, Sitiawan, Manjung, Perak, 32040, Malaysia","['Kdai ipoh coklate', 'Jalan Changkat Jering - Sri Manjung - Kampung Koh', 'Sitiawan', 'Manjung', 'Perak', '32040', 'Malaysia']",32040
2020,29/5,29/5/2020,Perak,MANJUNG,Kg. Kilang,"Kg. Kilang, MANJUNG, Perak",1,4.5053834,100.7766891,POINT (100.7766891 4.5053834),"Kampung Kilang, Beruas, Manjung, Perak, 32700, Malaysia","['Kampung Kilang', 'Beruas', 'Manjung', 'Perak', '32700', 'Malaysia']",32700
2020,31/5,31/5/2020,Perak,BATANG PADANG,Taman Bukit Indah,"Taman Bukit Indah, BATANG PADANG, Perak",1,4.20837315,101.2554248,POINT (101.25542480541756 4.20837315),"Taman Bukit Indah, Tapah, Batang Padang, Perak, 35000, Malaysia","['Taman Bukit Indah', 'Tapah', 'Batang Padang', 'Perak', '35000', 'Malaysia']",35000
2020,7-Jul,7/7/2020,Perak,KERIAN,Pekan Parit Buntar,"Pekan Parit Buntar, KERIAN, Perak",1,5.1237075,100.4884536,POINT (100.4884536 5.1237075),"CIMB Bank, Jalan Kelicap, Taman Seri Wangsa, Pekan Baru, Parit Buntar, Kerian, Perak, 34200, Malaysia","['CIMB Bank', 'Jalan Kelicap', 'Taman Seri Wangsa', 'Pekan Baru', 'Parit Buntar', 'Kerian', 'Perak', '34200', 'Malaysia']",34200
2020,21/8,21/8/2020,Perak,KINTA,PGA Ulu Kinta,"PGA Ulu Kinta, KINTA, Perak",1,4.6541204,101.1795232,POINT (101.17952320667663 4.6541204),"Briged Utara Pasukan Gerakan Am, 182, Ipoh, Kinta, Perak, 31150, Malaysia","['Briged Utara Pasukan Gerakan Am', '182', 'Ipoh', 'Kinta', 'Perak', '31150', 'Malaysia']",31150
2020,21/8,21/8/2020,Perak,KINTA,Sg Rokam,"Sg Rokam, KINTA, Perak",1,4.5771373,101.1140525,POINT (101.1140525 4.5771373),"4, Jalan Kelubi, Kampung Sungai Rokam, Gunung Rapat, Ipoh, Kinta, Perak, 31350, Malaysia","['4', 'Jalan Kelubi', 'Kampung Sungai Rokam', 'Gunung Rapat', 'Ipoh', 'Kinta', 'Perak', '31350', 'Malaysia']",31350
2020,15/9,15/9/2020,Perak,KAMPAR,KG MESAH HILIR,"KG MESAH HILIR, KAMPAR, Perak",1,4.39569275,101.1572295,POINT (101.1572295 4.39569275),"Dewan Orang Ramai MPKK Kg Jeram, 1, Kampung Gunung Mesah Hilir, Kampung Tengah, Kampung Jeram, Kampar, Perak, 31850, Malaysia","['Dewan Orang Ramai MPKK Kg Jeram', '1', 'Kampung Gunung Mesah Hilir', 'Kampung Tengah', 'Kampung Jeram', 'Kampar', 'Perak', '31850', 'Malaysia']",31850
2020,15/9,15/9/2020,Perak,KAMPAR,KG MESAH HULU,"KG MESAH HULU, KAMPAR, Perak",1,4.39569275,101.1572295,POINT (101.1572295 4.39569275),"Dewan Orang Ramai MPKK Kg Jeram, 1, Kampung Gunung Mesah Hilir, Kampung Tengah, Kampung Jeram, Kampar, Perak, 31850, Malaysia","['Dewan Orang Ramai MPKK Kg Jeram', '1', 'Kampung Gunung Mesah Hilir', 'Kampung Tengah', 'Kampung Jeram', 'Kampar', 'Perak', '31850', 'Malaysia']",31850
2020,9-Dec,12/9/2020,Perak,KERIAN,Taman Kerian,"Taman Kerian, KERIAN, Perak",1,5.1190336,100.4734106,POINT (100.47341056544039 5.1190336),"Jalan Sentosa, Taman Sentosa, Kampung Kedah, Parit Buntar, Kerian, Perak, 34200, Malaysia","['Jalan Sentosa', 'Taman Sentosa', 'Kampung Kedah', 'Parit Buntar', 'Kerian', 'Perak', '34200', 'Malaysia']",34200
2020,9-Dec,12/9/2020,Perak,KERIAN,Taman Wawasan,"Taman Wawasan, KERIAN, Perak",1,5.1136148,100.4819814,POINT (100.4819814 5.1136148),"Pelangi Square, Jalan Taiping, Taman Wawasan Jaya, Pekan Baru, Parit Buntar, Kerian, Perak, 34200, Malaysia","['Pelangi Square', 'Jalan Taiping', 'Taman Wawasan Jaya', 'Pekan Baru', 'Parit Buntar', 'Kerian', 'Perak', '34200', 'Malaysia']",34200
2020,9-Dec,12/9/2020,Perak,KERIAN,Taman Seri Wangsa,"Taman Seri Wangsa, KERIAN, Perak",1,5.123315,100.4867741,POINT (100.4867741 5.123315),"Taman Seri Wangsa, Pekan Baru, Parit Buntar, Kerian, Perak, 34200, Malaysia","['Taman Seri Wangsa', 'Pekan Baru', 'Parit Buntar', 'Kerian', 'Perak', '34200', 'Malaysia']",34200
2020,9-Dec,12/9/2020,Perak,KERIAN,Taman Damai,"Taman Damai, KERIAN, Perak",1,5.125366,100.4857181,POINT (100.4857181 5.125366),"Jalan Damai 6, Taman Damai 3, Pekan Baru, Parit Buntar, Kerian, Perak, 34200, Malaysia","['Jalan Damai 6', 'Taman Damai 3', 'Pekan Baru', 'Parit Buntar', 'Kerian', 'Perak', '34200', 'Malaysia']",34200
2020,9-Dec,12/9/2020,Perak,KERIAN,Pekan Baru Parit Buntar,"Pekan Baru Parit Buntar, KERIAN, Perak",1,5.1237075,100.4884536,POINT (100.4884536 5.1237075),"CIMB Bank, Jalan Kelicap, Taman Seri Wangsa, Pekan Baru, Parit Buntar, Kerian, Perak, 34200, Malaysia","['CIMB Bank', 'Jalan Kelicap', 'Taman Seri Wangsa', 'Pekan Baru', 'Parit Buntar', 'Kerian', 'Perak', '34200', 'Malaysia']",34200
2020,9-Dec,12/9/2020,Perak,KUALA KANGSAR,Kg Paya Ranggam,"Kg Paya Ranggam, KUALA KANGSAR, Perak",1,4.80149,100.8428796,POINT (100.8428796 4.80149),"A107, Kampung Sungai Ati, Kampung Paya Lintah, Kuala Kangsar, Perak, 33700, Malaysia","['A107', 'Kampung Sungai Ati', 'Kampung Paya Lintah', 'Kuala Kangsar', 'Perak', '33700', 'Malaysia']",33700
